지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2022-11-16 22:00,3.3,,.4,0,90,1001.8,,,7,,6.1
238,금산,2022-11-16 23:00,2.8,,.1,0,91,1001.8,,,8,,6
238,금산,2022-11-17 00:00,2.6,,.1,0,92,1002,,,5,,5.9
238,금산,2022-11-17 01:00,2.4,,.5,270,94,1001.8,,,10,,5.9
238,금산,2022-11-17 02:00,2.5,,.1,0,95,1002,,,10,,6
238,금산,2022-11-17 03:00,2.1,,.1,0,95,1001.9,,,8,,5.8
238,금산,2022-11-17 04:00,2.2,,0,0,95,1002.2,,,10,,5.8
238,금산,2022-11-17 05:00,2.3,,.6,230,95,1002.8,,,10,,5.8
238,금산,2022-11-17 06:00,1.7,,.6,250,97,1002.9,,,8,,5.4
238,금산,2022-11-17 07:00,1,,0,0,98,1002.9,,,4,,4.7
238,금산,2022-11-17 08:00,1.2,,.5,290,98,1003.5,.1,,0,,4.7
238,금산,2022-11-17 09:00,3.6,,.2,0,89,1004,1,,6,,5.6
238,금산,2022-11-17 10:00,6,,.3,0,82,1004,.8,,5,,6.9
238,금산,2022-11-17 11:00,9.7,,.7,140,65,1003.9,1,,4,,10.2
238,금산,2022-11-17 12:00,13.1,,1.1,70,46,1003,1,,0,,12.7
238,금산,2022-11-17 13:00,14,,1,160,45,1002,1,,0,,14.7
238,금산,2022-11-17 14:00,14.5,,1.2,140,44,1001.6,1,,0,,15.1
238,금산,2022-11-17 15:00,15.5,,1.5,20,33,1001.5,1,,0,,13.9
238,금산,2022-11-17 16:00,15.4,,1.2,20,35,1001.6,1,,0,,12.7
238,금산,2022-11-17 17:00,12.8,,.9,340,50,1002.2,.8,,0,,11.2
238,금산,2022-11-17 18:00,9.2,,1,270,64,1002.5,0,,0,,9.5
238,금산,2022-11-17 19:00,7.5,,.7,270,72,1003.4,,,0,,8.3
238,금산,2022-11-17 20:00,5.8,,.2,0,81,1004,,,0,,7.4
238,금산,2022-11-17 21:00,4.4,,.2,0,86,1004.1,,,0,,6.6
238,금산,2022-11-17 22:00,3.7,,0,0,90,1004.6,,,0,,5.9
238,금산,2022-11-17 23:00,2.8,,0,0,92,1004.8,,,0,,5.3
238,금산,2022-11-18 00:00,1.9,,.4,0,95,1004.9,,,0,,4.8
238,금산,2022-11-18 01:00,1.3,,.1,0,96,1004.8,,,0,,4.4
238,금산,2022-11-18 02:00,.7,,.1,0,98,1005,,,0,,4.1
238,금산,2022-11-18 03:00,.2,,.1,0,97,1005.4,,,0,,3.7
238,금산,2022-11-18 04:00,0,,0,0,98,1005.6,,,0,,3.4
238,금산,2022-11-18 05:00,-.7,,0,0,98,1005.6,,,0,,3.1
238,금산,2022-11-18 06:00,-1,,.1,0,99,1005.9,,,0,,2.9
238,금산,2022-11-18 07:00,-1,,0,0,100,1006.2,,,0,,3.5
238,금산,2022-11-18 08:00,-.9,,.2,0,100,1006.8,0,,4,,4.3
238,금산,2022-11-18 09:00,.2,,0,0,100,1007.3,0,,0,,5.9
238,금산,2022-11-18 10:00,2.2,,.3,0,100,1007.1,.3,,0,,7.6
238,금산,2022-11-18 11:00,8,,.5,70,68,1006.6,1,,0,,9.5
238,금산,2022-11-18 12:00,12.3,,.4,0,51,1005.9,1,,0,,12.1
238,금산,2022-11-18 13:00,15.9,,.6,320,31,1004.7,1,,0,,13.9
238,금산,2022-11-18 14:00,16.9,,1,180,31,1003.8,1,,0,,14.6
238,금산,2022-11-18 15:00,17.7,,.7,250,26,1003.1,1,,0,,13.9
238,금산,2022-11-18 16:00,18.3,,.5,360,22,1003.2,1,,0,,12.7
238,금산,2022-11-18 17:00,13.4,,.9,270,42,1003.4,.8,,0,,11.1
238,금산,2022-11-18 18:00,10.5,,1.1,270,51,1003.7,0,,0,,9.4
238,금산,2022-11-18 19:00,8.1,,.7,250,63,1004.4,,,0,,8.1
238,금산,2022-11-18 20:00,6.7,,.4,0,69,1004.7,,,1,,7.1
238,금산,2022-11-18 21:00,5.6,,.6,340,76,1004.7,,,0,,6.3
238,금산,2022-11-18 22:00,4.2,,.3,0,80,1004.8,,,0,,5.6
238,금산,2022-11-18 23:00,3.1,,.1,0,85,1004.4,,,0,,5
238,금산,2022-11-19 00:00,2.1,,.2,0,88,1004.4,,,0,,4.4
238,금산,2022-11-19 01:00,.9,,.1,0,91,1004.5,,,0,,4
238,금산,2022-11-19 02:00,.4,,.1,0,93,1004.6,,,0,,3.6
238,금산,2022-11-19 03:00,.1,,0,0,94,1004.8,,,0,,3.3
238,금산,2022-11-19 04:00,-.2,,.1,0,95,1004.5,,,0,,3.1
238,금산,2022-11-19 05:00,-.5,,0,0,96,1004.2,,,0,,2.9
238,금산,2022-11-19 06:00,-.9,,.2,0,97,1003.8,,,0,,2.7
238,금산,2022-11-19 07:00,-.9,,0,0,97,1003.8,,,1,,2.6
238,금산,2022-11-19 08:00,0,,.1,0,96,1004.2,.4,,5,,3.1
238,금산,2022-11-19 09:00,2.7,,0,0,83,1004.3,.9,,4,,4.1
238,금산,2022-11-19 10:00,6,,.2,0,72,1004.1,.8,,5,,5.9
238,금산,2022-11-19 11:00,11,,.5,90,60,1003.5,.8,,7,,9.4
238,금산,2022-11-19 12:00,15.4,,.9,160,51,1002.2,1,,4,,12.6
238,금산,2022-11-19 13:00,16.7,,1.4,160,46,1000.8,1,,6,,14.7
238,금산,2022-11-19 14:00,18.1,,1.2,140,33,999.7,1,,4,,15.5
238,금산,2022-11-19 15:00,18.3,,1.7,90,34,999,1,,7,,14.8
238,금산,2022-11-19 16:00,18.2,,1.3,90,36,998.7,1,,0,,13.3
238,금산,2022-11-19 17:00,16.3,,1,50,42,999.1,.8,,1,,11.8
238,금산,2022-11-19 18:00,11.5,,.6,270,63,999.6,0,,2,,10
238,금산,2022-11-19 19:00,9.6,,.8,270,70,999.7,,,3,,8.8
238,금산,2022-11-19 20:00,8.4,,.3,0,75,1000.1,,,7,,8.3
238,금산,2022-11-19 21:00,7.9,,0,0,79,1000,,,7,,8
238,금산,2022-11-19 22:00,6.9,,0,0,83,1000.2,,,6,,7.3
238,금산,2022-11-19 23:00,6.3,,0,0,85,1000.4,,,6,,6.7
238,금산,2022-11-20 00:00,5.7,,0,0,88,1000.3,,,6,,6.5
238,금산,2022-11-20 01:00,6.1,,.1,0,87,1000.1,,,9,,7.2
238,금산,2022-11-20 02:00,6.1,,.2,0,87,999.7,,,8,,7.2
238,금산,2022-11-20 03:00,5.6,,.1,0,89,1000,,,8,,6.9
238,금산,2022-11-20 04:00,5.7,,0,0,90,999.6,,,10,,7.1
238,금산,2022-11-20 05:00,5.5,,0,0,90,999.5,,,8,,7.1
238,금산,2022-11-20 06:00,5.1,,.6,290,92,999.5,,,5,,6.9
238,금산,2022-11-20 07:00,5.9,,.4,0,90,999.6,,,9,,7.4
238,금산,2022-11-20 08:00,6.4,,.1,0,87,999.8,.1,,10,,7.9
238,금산,2022-11-20 09:00,7.7,,.2,0,83,1000.3,.3,,7,,8.1
238,금산,2022-11-20 10:00,9.8,,.5,140,75,1000.6,.4,,7,,9.4
238,금산,2022-11-20 11:00,13.2,,.7,110,67,999.7,.8,,7,,11.8
238,금산,2022-11-20 12:00,16.4,,.9,50,55,998.9,1,,4,,14.3
238,금산,2022-11-20 13:00,17.6,,.7,180,46,997.9,1,,6,,16
238,금산,2022-11-20 14:00,17.9,,.9,250,39,997.3,.8,,7,,16.2
238,금산,2022-11-20 15:00,18.2,,.5,320,41,997.1,.2,,7,,15.9
238,금산,2022-11-20 16:00,17.7,,.8,320,50,997.3,.1,,7,,14.6
238,금산,2022-11-20 17:00,16.3,,.8,290,44,998,.7,,6,,12.7
238,금산,2022-11-20 18:00,12.4,,1.2,270,56,998.1,0,,0,,10.9
238,금산,2022-11-20 19:00,9.7,,.3,0,67,998.7,,,0,,9.7
238,금산,2022-11-20 20:00,8.8,,.6,290,72,998.9,,,0,,8.7
238,금산,2022-11-20 21:00,7.6,,.4,0,79,999.3,,,0,,8
238,금산,2022-11-20 22:00,6.9,,.2,0,81,999.5,,,0,,7.4
238,금산,2022-11-20 23:00,5.6,,0,0,87,999.5,,,3,,6.8
238,금산,2022-11-21 00:00,5.3,,.2,0,90,999.6,,,0,,6.3
238,금산,2022-11-21 01:00,4.6,,0,0,91,1000.4,,,0,,5.9
238,금산,2022-11-21 02:00,3.9,,.2,0,93,1000.9,,,8,,5.6
238,금산,2022-11-21 03:00,3.5,,.6,270,95,1000.4,,,0,,5.3
238,금산,2022-11-21 04:00,3,,.4,0,97,999.8,,,0,,5
238,금산,2022-11-21 05:00,2.4,,.2,0,97,999.9,,,0,,4.7
238,금산,2022-11-21 06:00,2.3,,0,0,98,1000.7,,,5,,4.4
238,금산,2022-11-21 07:00,1.8,,.3,0,98,1001.3,,,8,,4.3
238,금산,2022-11-21 08:00,2.6,,0,0,98,1002,.3,,0,,4.5
238,금산,2022-11-21 09:00,5,,0,0,88,1002.3,1,,4,,5.8
238,금산,2022-11-21 10:00,7.9,,.3,0,80,1002.3,1,,6,,7.7
238,금산,2022-11-21 11:00,10.8,,.3,0,71,1001.5,1,,7,,10.6
238,금산,2022-11-21 12:00,13.4,,.2,0,63,1000.6,.8,,7,,12.4
238,금산,2022-11-21 13:00,16.6,,.7,110,46,999.6,1,,2,,14.4
238,금산,2022-11-21 14:00,18.5,,1.1,70,35,998.9,1,,3,,15.1
238,금산,2022-11-21 15:00,18,,2.3,290,30,998.8,.5,,7,,14.1
238,금산,2022-11-21 16:00,17.8,,1.8,290,35,999.3,1,,6,,13.1
238,금산,2022-11-21 17:00,15.7,,.8,270,45,999.5,.6,,5,,11.9
238,금산,2022-11-21 18:00,12,,1.1,290,61,1000.1,0,,5,,10.2
238,금산,2022-11-21 19:00,11,,.3,0,63,1000.6,,,5,,9.1
238,금산,2022-11-21 20:00,8.7,,.4,0,74,1000.9,,,6,,8.5
238,금산,2022-11-21 21:00,8.5,,0,0,75,1001,,,5,,7.8
238,금산,2022-11-21 22:00,7.4,,.8,320,80,1001.7,,,5,,7.2
238,금산,2022-11-21 23:00,6.5,,.3,0,85,1001.9,,,6,,7
238,금산,2022-11-22 00:00,6.7,,.3,0,84,1002.2,,,10,,7.5
238,금산,2022-11-22 01:00,5.9,,.1,0,87,1002.2,,,8,,7
238,금산,2022-11-22 02:00,5.9,,0,0,88,1002.1,,,9,,7
238,금산,2022-11-22 03:00,5.7,,.8,360,88,1002,,,10,,7.2
238,금산,2022-11-22 04:00,5.9,,0,0,89,1001.7,,,10,,7.3
238,금산,2022-11-22 05:00,5.9,,0,0,89,1001.4,,,10,,7.3
238,금산,2022-11-22 06:00,5.7,,0,0,90,1001.2,,,9,,7.3
238,금산,2022-11-22 07:00,6.1,,.1,0,89,1001.3,,,10,,7.4
238,금산,2022-11-22 08:00,6.2,,0,0,90,1001.4,0,,10,,7.7
238,금산,2022-11-22 09:00,7.4,,.4,0,85,1001.5,0,,10,,8.9
238,금산,2022-11-22 10:00,8.8,,.2,0,79,1000.9,0,,10,,10.6
238,금산,2022-11-22 11:00,11.1,,.2,0,70,1000.4,0,,10,,12.3
238,금산,2022-11-22 12:00,13.1,,.5,90,61,999.7,0,,10,,13.3
238,금산,2022-11-22 13:00,13.6,,0,0,59,998.7,0,,10,,13.2
238,금산,2022-11-22 14:00,14.1,,0,0,59,998.2,0,,10,,13.4
238,금산,2022-11-22 15:00,13.9,0,.5,180,61,998.2,0,,10,,13.5
238,금산,2022-11-22 16:00,12.7,,.5,290,74,998.6,0,,10,,12.7
238,금산,2022-11-22 17:00,11.7,,.6,200,88,999,0,,10,,12.1
238,금산,2022-11-22 18:00,11,.3,0,0,92,999,0,,10,,11.4
238,금산,2022-11-22 19:00,10.4,,.6,160,95,998.6,,,10,,10.7
238,금산,2022-11-22 20:00,9.4,,.5,270,98,998.1,,,10,,10.2
238,금산,2022-11-22 21:00,8.8,0,.3,0,99,998.2,,,9,,9.6
238,금산,2022-11-22 22:00,9,,0,0,99,997.7,,,10,,9.8
238,금산,2022-11-22 23:00,8.5,,0,0,100,996.8,,,9,,9.4
238,금산,2022-11-23 00:00,8.1,.1,.1,0,100,996.4,,,10,,9.2
238,금산,2022-11-23 01:00,8.1,,0,0,100,996.2,,,10,,9.7
238,금산,2022-11-23 02:00,8,,0,0,100,996,,,10,,9.7
238,금산,2022-11-23 03:00,8.1,0,.4,0,100,996,,,9,,9.6
238,금산,2022-11-23 04:00,8.2,,0,0,100,995.6,,,9,,9.6
238,금산,2022-11-23 05:00,8,,.5,290,100,995.7,,,9,,9.5
238,금산,2022-11-23 06:00,7.8,0,.5,270,100,995.9,,,8,,9.5
238,금산,2022-11-23 07:00,8.6,,.2,0,100,996.1,,,7,,9.7
238,금산,2022-11-23 08:00,8.5,,.4,0,100,996.8,0,,9,,9.3
238,금산,2022-11-23 09:00,9.6,,.1,0,91,996.9,.1,,8,,9.9
238,금산,2022-11-23 10:00,11.9,,.7,360,74,996.5,1,,7,,10.8
238,금산,2022-11-23 11:00,12.8,,1.1,320,68,996.5,.9,,4,,12.9
238,금산,2022-11-23 12:00,14.4,,3,290,61,996.3,.9,,5,,14.5
238,금산,2022-11-23 13:00,15,,2.3,320,57,995.5,.9,,7,,15.4
238,금산,2022-11-23 14:00,15.2,,1.7,290,55,995.4,.6,,3,,14.9
238,금산,2022-11-23 15:00,15.9,,2.3,290,50,995.7,.9,,6,,14.7
238,금산,2022-11-23 16:00,14.6,,3,290,50,996,1,,2,,13.4
238,금산,2022-11-23 17:00,13.2,,1.9,290,51,996.4,.7,,1,,11.7
238,금산,2022-11-23 18:00,10.2,,1.1,270,68,996.5,0,,0,,9.8
238,금산,2022-11-23 19:00,8.2,,1,290,72,996.8,,,0,,8.5
238,금산,2022-11-23 20:00,6.9,,1,270,77,997.1,,,0,,7.3
238,금산,2022-11-23 21:00,5.6,,.3,0,74,997.7,,,0,,6.3
238,금산,2022-11-23 22:00,3.9,,.3,0,81,998.3,,,0,,5.6
238,금산,2022-11-23 23:00,2.7,,.7,320,84,999,,,5,,5
238,금산,2022-11-24 00:00,2,,.1,0,86,999.3,,,0,,4.5
238,금산,2022-11-24 01:00,1.3,,.2,0,90,999.4,,,5,,4.3
238,금산,2022-11-24 02:00,1,,.2,0,90,999.7,,,8,,4.2
238,금산,2022-11-24 03:00,.9,,.2,0,91,1000.6,,,8,,4.2
238,금산,2022-11-24 04:00,1.1,,0,0,91,1000.7,,,10,,4.3
238,금산,2022-11-24 05:00,.7,,1,290,93,1000.4,,,10,,4.4
238,금산,2022-11-24 06:00,1.1,,.2,0,93,1000,,,10,,4.4
238,금산,2022-11-24 07:00,1.5,,.7,90,92,1000.2,,,10,,4.4
238,금산,2022-11-24 08:00,1.2,,0,0,93,1000.8,0,,8,,4.6
238,금산,2022-11-24 09:00,2.5,,.5,290,89,1001.2,0,,9,,6
238,금산,2022-11-24 10:00,4,,.8,360,86,1001.4,0,,10,,7.7
238,금산,2022-11-24 11:00,6.1,,.4,0,78,1001,0,,10,,9.7
238,금산,2022-11-24 12:00,8.7,,.7,20,65,1000.3,.1,,9,,11.7
238,금산,2022-11-24 13:00,11.4,,.8,20,45,999.5,.8,,1,,12.5
238,금산,2022-11-24 14:00,13.2,,.8,250,44,999,1,,0,,12.8
238,금산,2022-11-24 15:00,13.8,,.7,320,44,998.9,1,,0,,12.3
238,금산,2022-11-24 16:00,13.7,,.2,0,43,999.1,1,,0,,11.6
238,금산,2022-11-24 17:00,10.3,,1.2,270,57,999.6,.8,,0,,10.1
238,금산,2022-11-24 18:00,8,,.9,270,67,1000.1,0,,0,,8.4
238,금산,2022-11-24 19:00,6.5,,.5,250,73,1000.7,,,0,,7.2
238,금산,2022-11-24 20:00,5.1,,0,0,79,1001.1,,,0,,6.2
238,금산,2022-11-24 21:00,3.6,,0,0,85,1001.2,,,1,,5.5
238,금산,2022-11-24 22:00,2.7,,0,0,88,1001.4,,,0,,4.9
238,금산,2022-11-24 23:00,2.1,,.4,0,90,1001.6,,,0,,4.3
238,금산,2022-11-25 00:00,1.3,,1,290,93,1002.1,,,0,,3.9
238,금산,2022-11-25 01:00,.7,,.2,0,95,1001.9,,,0,,3.5
238,금산,2022-11-25 02:00,0,,.2,0,95,1001.8,,,0,,3.2
238,금산,2022-11-25 03:00,-.1,,0,0,97,1001.8,,,0,,2.9
238,금산,2022-11-25 04:00,-.5,,.1,0,97,1001.3,,,0,,2.6
238,금산,2022-11-25 05:00,-1,,0,0,98,1001.1,,,0,,2.4
238,금산,2022-11-25 06:00,-1.2,,.1,0,98,1000.8,,,0,,2.2
238,금산,2022-11-25 07:00,-1.6,,.3,0,98,1000.5,,,0,,2.1
238,금산,2022-11-25 08:00,-1.1,,.3,0,98,1000.7,.4,,8,,2.2
238,금산,2022-11-25 09:00,1.7,,.1,0,89,1000.7,1,,0,,3.8
238,금산,2022-11-25 10:00,5.1,,.4,0,74,1000.4,1,,6,,5.7
238,금산,2022-11-25 11:00,8.8,,.3,0,61,999.5,1,,6,,9.3
238,금산,2022-11-25 12:00,11.2,,.1,0,52,998.1,.9,,7,,10.6
238,금산,2022-11-25 13:00,14.2,,.3,0,42,996.7,1,,7,,13.1
238,금산,2022-11-25 14:00,17.5,,2.1,250,24,995.7,1,,7,,13.7
238,금산,2022-11-25 15:00,17.9,,2.3,250,23,995.1,1,,6,,13.3
238,금산,2022-11-25 16:00,17.1,,1.8,270,29,994.9,1,,6,,12.1
238,금산,2022-11-25 17:00,14.9,,.7,180,34,994.8,.8,,5,,10.5
238,금산,2022-11-25 18:00,10.7,,.8,270,49,995.2,0,,0,,8.5
238,금산,2022-11-25 19:00,8.5,,.5,270,57,995.8,,,0,,7.3
238,금산,2022-11-25 20:00,6.9,,.6,290,63,996.2,,,0,,6.4
238,금산,2022-11-25 21:00,6.2,,.8,320,68,996.1,,,0,,6.1
238,금산,2022-11-25 22:00,5.7,,1,340,70,996,,,1,,5.9
238,금산,2022-11-25 23:00,6.1,,.4,0,71,996.1,,,6,,6.3
238,금산,2022-11-26 00:00,6.2,,.5,70,71,995.5,,,0,,5.9
238,금산,2022-11-26 01:00,5.2,,.3,0,76,995,,,2,,5.4
238,금산,2022-11-26 02:00,6,,.1,0,76,994.9,,,9,,6.4
238,금산,2022-11-26 03:00,6.4,,.6,110,77,994.4,,,6,,7
238,금산,2022-11-26 04:00,6.7,,.5,340,77,994.1,,,0,,7.4
238,금산,2022-11-26 05:00,7.4,,.2,0,78,994.2,,,9,,7.8
238,금산,2022-11-26 06:00,7.2,,.2,0,82,994.6,,,7,,7.3
238,금산,2022-11-26 07:00,6.1,,.1,0,90,995.4,,,4,,6.7
238,금산,2022-11-26 08:00,8,,.8,290,95,996.4,0,,0,,6.3
238,금산,2022-11-26 09:00,11.3,,.9,290,69,997.3,1,,0,,7.3
238,금산,2022-11-26 10:00,12.2,,1.9,340,54,997.7,1,,0,,8.6
238,금산,2022-11-26 11:00,13.3,,1.7,290,47,997.5,1,,0,,10.4
238,금산,2022-11-26 12:00,14.8,,1.8,320,35,996.9,1,,0,,12
238,금산,2022-11-26 13:00,14.4,,3.7,320,33,996.7,1,,0,,12.9
238,금산,2022-11-26 14:00,13.9,,4.6,290,31,996.9,1,,4,,12.9
238,금산,2022-11-26 15:00,14,,2.6,290,28,996.7,.9,,2,,12.1
238,금산,2022-11-26 16:00,12.5,,3,290,28,996.9,1,,0,,10.8
238,금산,2022-11-26 17:00,10.7,,2,290,31,997,.7,,0,,9.2
238,금산,2022-11-26 18:00,9.2,,1.1,320,31,997.5,0,,0,,7.4
238,금산,2022-11-26 19:00,6.8,,.4,0,41,998.2,,,0,,5.9
238,금산,2022-11-26 20:00,4.2,,1,290,54,998.7,,,0,,4.9
238,금산,2022-11-26 21:00,4.2,,.8,360,45,999.2,,,0,,4.1
238,금산,2022-11-26 22:00,1.5,,.5,270,61,999.8,,,0,,3.5
238,금산,2022-11-26 23:00,.6,,.7,270,63,1000,,,0,,3
238,금산,2022-11-27 00:00,-.4,,.7,270,68,999.8,,,0,,2.6
238,금산,2022-11-27 01:00,-.9,,0,0,74,1000.2,,,0,,2.2
238,금산,2022-11-27 02:00,-1.7,,.4,0,75,1000.9,,,0,,2
238,금산,2022-11-27 03:00,-2.1,,.7,340,78,1001.2,,,0,,1.8
238,금산,2022-11-27 04:00,-2.4,,.3,0,82,1000.8,,,0,,1.6
238,금산,2022-11-27 05:00,-2.8,,.1,0,83,1000.7,,,0,,1.4
238,금산,2022-11-27 06:00,-3.2,,.1,0,86,1000.3,,,0,,1.2
238,금산,2022-11-27 07:00,-3.5,,.5,230,87,1000.8,,,0,,1
238,금산,2022-11-27 08:00,-3.4,,.7,320,87,1001.3,.3,,0,,.9
238,금산,2022-11-27 09:00,-.5,,.5,140,75,1001.2,1,,0,,1.1
238,금산,2022-11-27 10:00,3.1,,.6,50,65,1000.4,1,,6,,1.4
238,금산,2022-11-27 11:00,6.5,,1.3,110,44,1000.4,1,,1,,5
238,금산,2022-11-27 12:00,8.5,,1,90,40,1000.1,.9,,0,,8.6
238,금산,2022-11-27 13:00,11.6,,1.1,140,24,998.7,1,,0,,10.6
238,금산,2022-11-27 14:00,13.5,,.6,160,18,998.2,1,,1,,11.3
238,금산,2022-11-27 15:00,14.7,,.4,0,19,997.7,1,,6,,11.4
238,금산,2022-11-27 16:00,14.2,,.6,230,24,997.6,.8,,5,,10.7
238,금산,2022-11-27 17:00,10.9,,1,270,39,998.2,0,,7,,9.2
238,금산,2022-11-27 18:00,8.2,,.3,0,47,998.4,0,,8,,7.4
238,금산,2022-11-27 19:00,6.8,,.2,0,51,999,,,9,,6.4
238,금산,2022-11-27 20:00,5.3,,0,0,59,999.4,,,8,,5.5
238,금산,2022-11-27 21:00,3.5,,.1,0,67,999.8,,,6,,4.5
238,금산,2022-11-27 22:00,2.3,,0,0,70,1000.3,,,4,,3.8
238,금산,2022-11-27 23:00,1.4,,.2,0,73,1000.1,,,7,,3.4
238,금산,2022-11-28 00:00,1,,0,0,75,999.6,,,6,,2.9
238,금산,2022-11-28 01:00,.1,,.3,0,79,999.8,,,1,,2.6
238,금산,2022-11-28 02:00,-.5,,.1,0,81,999.6,,,1,,2.3
238,금산,2022-11-28 03:00,-.7,,.2,0,84,999.5,,,0,,2.2
238,금산,2022-11-28 04:00,-.7,,.5,230,83,999.2,,,0,,2.1
238,금산,2022-11-28 05:00,-.7,,.2,0,84,999.1,,,6,,2.1
238,금산,2022-11-28 06:00,-1,,.4,0,86,998.6,,,9,,2
238,금산,2022-11-28 07:00,-1.1,,1,340,86,999,,,0,,2
238,금산,2022-11-28 08:00,-.3,,.5,290,85,999,.3,,6,,2.2
238,금산,2022-11-28 09:00,2,,.1,0,74,998.4,.5,,2,,4.3
238,금산,2022-11-28 10:00,3.6,,.9,320,73,997.6,0,,9,,6.1
238,금산,2022-11-28 11:00,5.8,,.3,0,65,996.7,0,,10,,7.6
238,금산,2022-11-28 12:00,6.8,0,0,0,64,995.6,0,,9,,7.8
238,금산,2022-11-28 13:00,9,,.7,140,58,995,0,,10,,8.9
238,금산,2022-11-28 14:00,6.9,,.8,110,90,995.3,0,,10,,8.6
238,금산,2022-11-28 15:00,7.9,3.6,.6,230,93,994.3,0,,10,,9.5
238,금산,2022-11-28 16:00,9.1,,0,0,93,993.5,0,,9,,10.2
238,금산,2022-11-28 17:00,9,,.6,320,95,993.4,0,,10,,9.8
238,금산,2022-11-28 18:00,9.1,,.2,0,97,993,0,,10,,9.3
238,금산,2022-11-28 19:00,8.9,,.7,270,99,992.1,,,10,,8.9
238,금산,2022-11-28 20:00,9.1,,.3,0,100,991.4,,,10,,9.1
238,금산,2022-11-28 21:00,9.5,1.8,.7,340,100,991.1,,,10,,9.4
238,금산,2022-11-28 22:00,9.7,,.1,0,100,990.3,,,10,,9.6
238,금산,2022-11-28 23:00,10.1,,.1,0,100,989.5,,,10,,9.8
238,금산,2022-11-29 00:00,10.6,18.4,1.3,290,100,989.1,,,10,,9.9
238,금산,2022-11-29 01:00,10.8,,.2,0,100,988.3,,,10,,10.2
238,금산,2022-11-29 02:00,10.8,,0,0,100,988.1,,,5,,10.3
238,금산,2022-11-29 03:00,11,8.7,.2,0,100,988.3,,,10,,10.4
238,금산,2022-11-29 04:00,11,,.3,0,100,988.6,,,10,,10.4
238,금산,2022-11-29 05:00,11.3,,0,0,100,989.1,,,10,,10.6
238,금산,2022-11-29 06:00,13.5,3.7,1.6,290,100,989.6,,,10,,10.8
238,금산,2022-11-29 07:00,12.9,,1.3,290,97,990.5,,,10,,11
238,금산,2022-11-29 08:00,12.3,,.8,270,98,991.5,0,,10,,11
238,금산,2022-11-29 09:00,12.5,.9,1.9,290,97,991.9,0,,10,,11.5
238,금산,2022-11-29 10:00,12.3,,1.8,290,91,993.3,0,,10,,11.9
238,금산,2022-11-29 11:00,11.2,,2.7,340,83,994.1,0,,10,,11.7
238,금산,2022-11-29 12:00,10.9,0,2.4,320,68,994.4,0,,10,,11.9
238,금산,2022-11-29 13:00,10.7,,2.2,340,53,994.5,0,,10,,11.9
238,금산,2022-11-29 14:00,10.5,,1.8,320,50,994.9,0,,10,,11.5
238,금산,2022-11-29 15:00,10.4,,2.4,320,42,995.1,.1,,9,,10.8
238,금산,2022-11-29 16:00,8.8,,3.1,320,36,996.7,0,,10,,9.5
238,금산,2022-11-29 17:00,7.8,,2.3,320,33,997.7,0,,10,,8.3
238,금산,2022-11-29 18:00,6.8,,2,290,34,998.7,0,,9,,7.4
238,금산,2022-11-29 19:00,6.2,,1.4,290,33,999.3,,,10,,7
238,금산,2022-11-29 20:00,5.3,,2.7,290,45,1000.6,,,10,,6.6
238,금산,2022-11-29 21:00,4.5,,2.4,290,42,1002.3,,,10,,6.1
238,금산,2022-11-29 22:00,3.7,,2.4,290,41,1002.9,,,10,,5.7
238,금산,2022-11-29 23:00,3,,2.6,290,36,1003.7,,,10,,5.2
238,금산,2022-11-30 00:00,1.9,,3.4,290,47,1004.7,,,10,,4.6
238,금산,2022-11-30 01:00,1.1,,2.8,290,55,1004.6,,,8,,4.4
238,금산,2022-11-30 02:00,.3,,3.3,290,66,1005.3,,,9,,4.1
238,금산,2022-11-30 03:00,-.1,,4.1,290,65,1005.9,,,10,,3.7
238,금산,2022-11-30 04:00,-1.4,,3.1,290,57,1006.6,,,8,,2.9
238,금산,2022-11-30 05:00,-2.4,,2.5,290,53,1007.3,,,5,,2.2
238,금산,2022-11-30 06:00,-3,,2.4,290,53,1007.8,,,9,,2
238,금산,2022-11-30 07:00,-3.3,,1.8,290,54,1008.7,,,8,,1.9
238,금산,2022-11-30 08:00,-3.3,,1.3,320,55,1009.6,0,,9,,1.8
238,금산,2022-11-30 09:00,-3.5,,1.9,340,54,1010,0,,8,,1.8
238,금산,2022-11-30 10:00,-2.9,,2.2,320,52,1010.3,.9,,9,,1.8
238,금산,2022-11-30 11:00,-1.7,,2.3,320,49,1009.8,1,,0,,2.1
238,금산,2022-11-30 12:00,-1.5,,2.8,320,43,1009.3,1,,4,,3.8
238,금산,2022-11-30 13:00,-.8,,3.5,290,40,1009,1,,3,,5.5
238,금산,2022-11-30 14:00,.2,,2.2,320,43,1008.2,1,,5,,6.3
238,금산,2022-11-30 15:00,-.5,,2.9,320,46,1008,.7,,8,,6.5
238,금산,2022-11-30 16:00,-1.6,,3.6,290,49,1009.2,1,,5,,4.8
238,금산,2022-11-30 17:00,-2.9,,2.6,290,55,1009.9,.7,,5,,3.1
238,금산,2022-11-30 18:00,-3.8,,1.6,290,54,1010.1,0,,8,,2.5
238,금산,2022-11-30 19:00,-4.2,,1.5,290,54,1010.6,,,2,,2.2
